variable,variable_type,responses,question_standardized,response_standardized,country,format,response_standarized,question_full
btr,Categorical,9,received_blood_transfusion,dk,kenya,who2007_2,NA,Did the child receive any of the following medications during the illness preceding his/her death? Blood transfusion
othmed,Non-categorical,Non-categorical variable,medication_specific,NA,kenya,who2007_2,NA,Did the child receive any of the following medications during the illness preceding his/her death? Specific
tbhf1,Categorical,1,anti_tb_akala,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Akala"
tbhf1,Categorical,2,anti_tb_akala,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Akala"
tbhf1,Categorical,9,anti_tb_akala,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Akala"
tbhf2,Categorical,1,anti_tb_ndori,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ndori"
tbhf2,Categorical,2,anti_tb_ndori,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ndori"
tbhf2,Categorical,9,anti_tb_ndori,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ndori"
tbhf3,Categorical,1,anti_tb_nyawara,yes,kenya,who2007_2,NA,For how long before death did the child have severe abdominal pain?
tbhf3,Categorical,2,anti_tb_nyawara,no,kenya,who2007_2,NA,For how long before death did the child have severe abdominal pain?
tbhf3,Categorical,9,anti_tb_nyawara,dk,kenya,who2007_2,NA,For how long before death did the child have severe abdominal pain?
tbhf4,Categorical,1,anti_tb_wagai,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Wagai"
tbhf4,Categorical,2,anti_tb_wagai,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Wagai"
tbhf4,Categorical,9,anti_tb_wagai,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Wagai"
tbhf5,Categorical,1,anti_tb_aluor,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Aluor"
tbhf5,Categorical,2,anti_tb_aluor,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Aluor"
tbhf5,Categorical,9,anti_tb_aluor,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Aluor"
tbhf6,Categorical,1,anti_tb_njenjra,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Nejra"
tbhf6,Categorical,2,anti_tb_njenjra,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Nejra"
tbhf6,Categorical,9,anti_tb_njenjra,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Nejra"
tbhf7,Categorical,1,anti_tb_rera,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Rera"
tbhf7,Categorical,2,anti_tb_rera,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Rera"
tbhf7,Categorical,9,anti_tb_rera,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Rera"
tbhf8,Categorical,1,anti_tb_barolengo,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Barolengo"
tbhf8,Categorical,2,anti_tb_barolengo,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Barolengo"
tbhf8,Categorical,9,anti_tb_barolengo,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Barolengo"
tbhf18,Categorical,1,anti_tb_siaya,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Siaya Medical"
tbhf18,Categorical,2,anti_tb_siaya,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Siaya Medical"
tbhf18,Categorical,9,anti_tb_siaya,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Siaya Medical"
tbhf9,Categorical,1,anti_tb_tingwangi,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ting'-Wangi"
tbhf9,Categorical,2,anti_tb_tingwangi,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ting'-Wangi"
tbhf9,Categorical,9,anti_tb_tingwangi,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ting'-Wangi"
tbhf10,Categorical,1,anti_tb_kotieno,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? K Otieno"
tbhf10,Categorical,2,anti_tb_kotieno,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? K Otieno"
tbhf10,Categorical,9,anti_tb_kotieno,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? K Otieno"
tbhf11,Categorical,1,anti_tb_ngiya,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ng'iya"
tbhf11,Categorical,2,anti_tb_ngiya,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ng'iya"
tbhf11,Categorical,9,anti_tb_ngiya,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Ng'iya"
tbhf12,Categorical,1,anti_tb_nyathengo,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Nyathengo"
tbhf12,Categorical,2,anti_tb_nyathengo,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Nyathengo"
tbhf12,Categorical,9,anti_tb_nyathengo,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Nyathengo"
tbhf13,Categorical,1,anti_tb_lwak,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Lwak"
tbhf13,Categorical,2,anti_tb_lwak,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Lwak"
tbhf13,Categorical,9,anti_tb_lwak,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Lwak"
tbhf14,Categorical,1,anti_tb_bondodh,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Bondo DH"
tbhf14,Categorical,2,anti_tb_bondodh,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Bondo DH"
tbhf14,Categorical,9,anti_tb_bondodh,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Bondo DH"
tbhf15,Categorical,1,anti_tb_siayadh,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Siaya DH"
tbhf15,Categorical,2,anti_tb_siayadh,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Siaya DH"
tbhf15,Categorical,9,anti_tb_siayadh,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Siaya DH"
tbhf17,Categorical,1,anti_tb_gongohc,yes,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Gongo HC"
tbhf17,Categorical,2,anti_tb_gongohc,no,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Gongo HC"
tbhf17,Categorical,9,anti_tb_gongohc,dk,kenya,who2007_2,NA,"If the child received anti TB medication, at which health facility did the child collect TB drugs? Gongo HC"
tbhf16,Non-categorical,Non-categorical variable,health_facility_specific,NA,kenya,who2007_2,NA,"Health facility, specific"
coart,Categorical,1,coartem,yes,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Coartem
coart,Categorical,2,coartem,no,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Coartem
coart,Categorical,9,coartem,dk,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Coartem
qui,Categorical,1,quinine,yes,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Quinine
qui,Categorical,2,quinine,no,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Quinine
qui,Categorical,9,quinine,dk,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Quinine
arts,Categorical,1,artesenate,yes,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Artesenate
arts,Categorical,2,artesenate,no,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Artesenate
arts,Categorical,9,artesenate,dk,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Artesenate
sp,Categorical,1,fansider_sp_falcidin,yes,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Fansidar/SP/Falcidin
sp,Categorical,2,fansider_sp_falcidin,no,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Fansidar/SP/Falcidin
sp,Categorical,9,fansider_sp_falcidin,dk,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Fansidar/SP/Falcidin
aq,Categorical,1,amodiaquine,yes,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Amodiaquine
aq,Categorical,2,amodiaquine,no,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Amodiaquine
aq,Categorical,9,amodiaquine,dk,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Amodiaquine
cq,Categorical,1,chloroquine_malaraquin,yes,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Chloroquine/malariaquin
cq,Categorical,2,chloroquine_malaraquin,no,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Chloroquine/malariaquin
cq,Categorical,9,chloroquine_malaraquin,dk,kenya,who2007_2,NA,Which antimalarial drug did the baby receive? Chloroquine/malariaquin
antimaloth,Non-categorical,Non-categorical variable,other_antimalarials,NA,kenya,who2007_2,NA,Did the child receive antimalarials? Other
dcer,Categorical,1,death_certificate,yes,kenya,who2007_2,NA,Was a death certificate issued?
dcer,Categorical,2,death_certificate,no,kenya,who2007_2,NA,Was a death certificate issued?
dcer,Categorical,9,death_certificate,dk,kenya,who2007_2,NA,Was a death certificate issued?
dca,Categorical,1,see_death_certificate,yes,kenya,who2007_2,NA,Can I see the death certificate?
dca,Categorical,2,see_death_certificate,no,kenya,who2007_2,NA,Can I see the death certificate?
dca,Categorical,9,see_death_certificate,dk,kenya,who2007_2,NA,Can I see the death certificate?
dodcer,Non-categorical,Non-categorical variable,date_death_deceased,NA,kenya,who2007_2,NA,Date of death of deceased
issuedate,Non-categorical,Non-categorical variable,death_certificate_issue_date,NA,kenya,who2007_2,NA,What day was the death certificate issued?
dccod,Non-categorical,Non-categorical variable,cause_death_1,NA,kenya,who2007_2,NA,Cause of death from the first line of the death certificate
dccod2,Non-categorical,Non-categorical variable,cause_death_2,NA,kenya,who2007_2,NA,Cause of death from the second line of the death certificate
dccod3,Non-categorical,Non-categorical variable,cause_death_3,NA,kenya,who2007_2,NA,Cause of death from the third line of the death certificate
dccod4,Non-categorical,Non-categorical variable,cause_death_4,NA,kenya,who2007_2,NA,Cause of death from the fourth line of the death certificate
othrecs,Categorical,1,other_records_available,yes,kenya,who2007_2,NA,Are other health records available?
othrecs,Categorical,2,other_records_available,no,kenya,who2007_2,NA,Are other health records available?
veburpm,Categorical,1,burial_permit,yes,kenya,who2007_2,NA,Was a burial permit issued?
veburpm,Categorical,2,burial_permit,no,kenya,who2007_2,NA,Was a burial permit issued?
veburpm,Categorical,9,burial_permit,dk,kenya,who2007_2,NA,Was a burial permit issued?
vebursee,Categorical,1,burial_permit_available,available,kenya,who2007_2,NA,Can I see the burial permit?
vebursee,Categorical,2,burial_permit_available,not_available,kenya,who2007_2,NA,Can I see the burial permit?
vebursee,Categorical,8,burial_permit_available,na,kenya,who2007_2,NA,Can I see the burial permit?
vebpcdth,Categorical,1,death_cause_on_permit,yes,kenya,who2007_2,NA,Cause of death written on burial permit
vebpcdth,Categorical,2,death_cause_on_permit,no,kenya,who2007_2,NA,Cause of death written on burial permit
vebpcdth,Categorical,8,death_cause_on_permit,na,kenya,who2007_2,NA,Cause of death written on burial permit
bpcod,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
pm,Categorical,1,post_mortem,yes,kenya,who2007_2,NA,Was a post mortem completed?
pm,Categorical,2,post_mortem,no,kenya,who2007_2,NA,Was a post mortem completed?
pm,Categorical,9,post_mortem,dk,kenya,who2007_2,NA,Was a post mortem completed?
pmcd,Categorical,1,death_cause_on_post_mortem,yes,kenya,who2007_2,NA,Was the cause of death revealed to you or written on the PM report?
pmcd,Categorical,2,death_cause_on_post_mortem,no,kenya,who2007_2,NA,Was the cause of death revealed to you or written on the PM report?
pmcd,Categorical,8,death_cause_on_post_mortem,dk,kenya,who2007_2,NA,Was the cause of death revealed to you or written on the PM report?
pmcod,Categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
mch,Categorical,1,mch_card_available,yes,kenya,who2007_2,NA,Is MCH / ANC card available?
mch,Categorical,2,mch_card_available,no,kenya,who2007_2,NA,Is MCH / ANC card available?
mch,Categorical,8,mch_card_available,na,kenya,who2007_2,NA,Is MCH / ANC card available?
mch,Categorical,9,mch_card_available,dk,kenya,who2007_2,NA,Is MCH / ANC card available?
hpr,Categorical,1,hospital_prescriptions_available,yes,kenya,who2007_2,NA,Are hospital prescription forms available?
hpr,Categorical,2,hospital_prescriptions_available,no,kenya,who2007_2,NA,Are hospital prescription forms available?
hpr,Categorical,9,hospital_prescriptions_available,na,kenya,who2007_2,NA,Are hospital prescription forms available?
tcd,Categorical,1,treatment_card_available,yes,kenya,who2007_2,NA,Treatment cards available?
tcd,Categorical,2,treatment_card_available,no,kenya,who2007_2,NA,Treatment cards available?
tcd,Categorical,8,treatment_card_available,na,kenya,who2007_2,NA,Treatment cards available?
tcd,Categorical,9,treatment_card_available,dk,kenya,who2007_2,NA,Treatment cards available?
hdf,Categorical,1,hospital_discharge_forms_available,yes,kenya,who2007_2,NA,Hospital discharge forms available?
hdf,Categorical,2,hospital_discharge_forms_available,no,kenya,who2007_2,NA,Hospital discharge forms available?
hdf,Categorical,8,hospital_discharge_forms_available,na,kenya,who2007_2,NA,Hospital discharge forms available?
hdf,Categorical,9,hospital_discharge_forms_available,dk,kenya,who2007_2,NA,Hospital discharge forms available?
hdiag,Non-categorical,Non-categorical variable,hospital_diagnosis,NA,kenya,who2007_2,NA,The Diagnosis on the hospital forms
lab,Categorical,1,lab_results_available,yes,kenya,who2007_2,NA,Laboratory/cytology results available?
lab,Categorical,2,lab_results_available,no,kenya,who2007_2,NA,Laboratory/cytology results available?
lab,Categorical,9,lab_results_available,dk,kenya,who2007_2,NA,Laboratory/cytology results available?
ohd,Categorical,1,hospital_documents_available,yes,kenya,who2007_2,NA,Are other hospital documents available?
ohd,Categorical,2,hospital_documents_available,no,kenya,who2007_2,NA,Are other hospital documents available?
ohd,Categorical,9,hospital_documents_available,dk,kenya,who2007_2,NA,Are other hospital documents available?
recordoth,Non-categorical,Non-categorical variable,hospital_information_other,NA,kenya,who2007_2,NA,Other hospital documents available – other specify
chkdate,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
rage,Non-categorical,Non-categorical variable,respondent_age,NA,kenya,who2007_2,NA,Age of respondent
intsex,Categorical,2,sex_respondent,female,kenya,who2007_2,NA,Sex of respondent
intsex,Categorical,1,sex_respondent,male,kenya,who2007_2,NA,Sex of respondent
intrel,Categorical,1,relationship,biological_mother,kenya,who2007_2,NA,What is the respondent's relationship to the deceased?
intrel,Categorical,2,relationship,father,kenya,who2007_2,NA,What is the respondent's relationship to the deceased?
intrel,Categorical,3,relationship,grandparent,kenya,who2007_2,NA,What is the respondent's relationship to the deceased?
intrel,Categorical,4,relationship,aunt,kenya,who2007_2,NA,What is the respondent's relationship to the deceased?
intrel,Categorical,5,relationship,co_wife,kenya,who2007_2,NA,What is the respondent's relationship to the deceased?
intrel,Categorical,6,relationship,sibling,kenya,who2007_2,NA,What is the respondent's relationship to the deceased?
intrel,Categorical,7,relationship,adoptive_mother,kenya,who2007_2,NA,What is the respondent's relationship to the deceased?
intrel,Categorical,8,relationship,other,kenya,who2007_2,NA,What is the respondent's relationship to the deceased?
intreloth,Non-categorical,Non-categorical variable,relationship_specific,NA,kenya,who2007_2,NA,What is the respondent's relationship to the deceased? Specific
intliv,Categorical,1,live_with_deceased,yes,kenya,who2007_2,NA,Did the respondent live with the deceased in the period leading to her/his death?
intliv,Categorical,2,live_with_deceased,no,kenya,who2007_2,NA,Did the respondent live with the deceased in the period leading to her/his death?
sexd,Categorical,1,sex_deceased,male,kenya,who2007_2,NA,Sex of deceased
sexd,Categorical,2,sex_deceased,female,kenya,who2007_2,NA,Sex of deceased
veyears,Non-categorical,Non-categorical variable,age_years,NA,kenya,who2007_2,NA,Age of child in years
vemonths,Non-categorical,Non-categorical variable,age_months,NA,kenya,who2007_2,NA,Age of child in months
vedays,Non-categorical,Non-categorical variable,age_days,NA,kenya,who2007_2,NA,Age of child in days
djob,Non-categorical,Non-categorical variable,deceased_job,NA,kenya,who2007_2,NA,Deceased's job
djobother,Non-categorical,Non-categorical variable,deceased_job_specific,NA,kenya,who2007_2,NA,"Deceased's job, specific"
placd,Categorical,1,place_died,home,kenya,who2007_2,NA,Where did the child die?
placd,Categorical,2,place_died,other_health_facility,kenya,who2007_2,NA,Where did the child die?
placd,Categorical,3,place_died,en_route_to_hospital,kenya,who2007_2,NA,Where did the child die?
placd,Categorical,4,place_died,hospital,kenya,who2007_2,NA,Where did the child die?
placd,Categorical,6,place_died,other,kenya,who2007_2,NA,Where did the child die?
placd,Categorical,8,place_died,dk,kenya,who2007_2,NA,Where did the child die?
placdoth,Non-categorical,Non-categorical variable,place_died_specific,NA,kenya,who2007_2,NA,Where did the child die? Specific
hfname,Non-categorical,Non-categorical variable,facility_name,NA,kenya,who2007_2,NA,What was the name of the health facility?
hfnameoth,Non-categorical,Non-categorical variable,facility_name_specific,NA,kenya,who2007_2,NA,What was the name of the health facility? Specific
ohea,Categorical,1,heart_disease,yes,kenya,who2007_2,NA,Did the child suffer from heart disease?
ohea,Categorical,2,heart_disease,no,kenya,who2007_2,NA,Did the child suffer from heart disease?
ohea,Categorical,9,heart_disease,dk,kenya,who2007_2,NA,Did the child suffer from heart disease?
oheamnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
diab,Categorical,1,diabetes,yes,kenya,who2007_2,NA,Did the child suffer from diabetes?
diab,Categorical,2,diabetes,no,kenya,who2007_2,NA,Did the child suffer from diabetes?
diab,Categorical,9,diabetes,dk,kenya,who2007_2,NA,Did the child suffer from diabetes?
diabmnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
asth,Categorical,1,asthma,yes,kenya,who2007_2,NA,Did the child suffer from asthma?
asth,Categorical,2,asthma,no,kenya,who2007_2,NA,Did the child suffer from asthma?
asth,Categorical,9,asthma,dk,kenya,who2007_2,NA,Did the child suffer from asthma?
asthmnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
epil,Categorical,1,epilepsy,yes,kenya,who2007_2,NA,Did the child suffer from epilepsy?
epil,Categorical,2,epilepsy,no,kenya,who2007_2,NA,Did the child suffer from epilepsy?
epil,Categorical,9,epilepsy,dk,kenya,who2007_2,NA,Did the child suffer from epilepsy?
epilmnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
maln,Categorical,1,malnutrition,yes,kenya,who2007_2,NA,Did the child suffer from malnutrition?
maln,Categorical,2,malnutrition,no,kenya,who2007_2,NA,Did the child suffer from malnutrition?
maln,Categorical,9,malnutrition,dk,kenya,who2007_2,NA,Did the child suffer from malnutrition?
malnmnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
tb,Categorical,1,tb,yes,kenya,who2007_2,NA,Did the child suffer from TB?
tb,Categorical,2,tb,no,kenya,who2007_2,NA,Did the child suffer from TB?
tb,Categorical,9,tb,dk,kenya,who2007_2,NA,Did the child suffer from TB?
tbmnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
hiv,Categorical,1,aids,yes,kenya,who2007_2,NA,Did the child suffer from HIV/AIDS? / Was there any diagnosis of HIV/AIDS?
hiv,Categorical,2,aids,no,kenya,who2007_2,NA,Did the child suffer from HIV/AIDS? / Was there any diagnosis of HIV/AIDS?
hiv,Categorical,9,aids,dk,kenya,who2007_2,NA,Did the child suffer from HIV/AIDS? / Was there any diagnosis of HIV/AIDS?
hivmnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
lep,Categorical,1,leprosy,yes,kenya,who2007_2,NA,Did the child suffer from leprosy?
lep,Categorical,2,leprosy,no,kenya,who2007_2,NA,Did the child suffer from leprosy?
lep,Categorical,9,leprosy,dk,kenya,who2007_2,NA,Did the child suffer from leprosy?
lepmnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
can,Categorical,1,cancer,yes,kenya,who2007_2,NA,Did the child suffer from cancer?
can,Categorical,2,cancer,no,kenya,who2007_2,NA,Did the child suffer from cancer?
can,Categorical,9,cancer,dk,kenya,who2007_2,NA,Did the child suffer from cancer?
canmnth,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
cantyp,Categorical,1,cancer_type,cervix,kenya,who2007_2,NA,What type of cancer did the child have?
cantyp,Categorical,2,cancer_type,breast,kenya,who2007_2,NA,What type of cancer did the child have?
cantyp,Categorical,3,cancer_type,prostate,kenya,who2007_2,NA,What type of cancer did the child have?
cantyp,Categorical,4,cancer_type,liver,kenya,who2007_2,NA,What type of cancer did the child have?
cantyp,Categorical,5,cancer_type,pancreas,kenya,who2007_2,NA,What type of cancer did the child have?
cantyp,Categorical,6,cancer_type,bone,kenya,who2007_2,NA,What type of cancer did the child have?
cantyp,Categorical,7,cancer_type,other,kenya,who2007_2,NA,What type of cancer did the child have?
cantyp,Categorical,9,cancer_type,dk,kenya,who2007_2,NA,What type of cancer did the child have?
cantypo,Non-categorical,Non-categorical variable,cancer_type_specific,NA,kenya,who2007_2,NA,Specify other type of cancer
odis,Categorical,1,suffer_chronic_illness,yes,kenya,who2007_2,NA,Did the child suffer from any other chronic illness apart from those asked?
odis,Categorical,2,suffer_chronic_illness,no,kenya,who2007_2,NA,Did the child suffer from any other chronic illness apart from those asked?
odis,Categorical,9,suffer_chronic_illness,dk,kenya,who2007_2,NA,Did the child suffer from any other chronic illness apart from those asked?
spodist,Non-categorical,Non-categorical variable,suffer_chronic_illness_specific,NA,kenya,who2007_2,NA,Did the child suffer from any other chronic illness apart from those asked? Specific
spodis,Non-categorical,Non-categorical variable,NA,NA,kenya,who2007_2,NA,NA
icinj,Categorical,1,injury_accident,yes,kenya,who2007_2,NA,Did the child have an injury or accident that resulted in his/her death?
icinj,Categorical,2,injury_accident,no,kenya,who2007_2,NA,Did the child have an injury or accident that resulted in his/her death?
icinj,Categorical,8,injury_accident,dk,kenya,who2007_2,NA,Did the child have an injury or accident that resulted in his/her death?
Injtype,Categorical,1,injury_type,road_accident,kenya,who2007_2,NA,What kind of injury or accident did the child suffer?
Injtype,Categorical,4,injury_type,poisoning,kenya,who2007_2,NA,What kind of injury or accident did the child suffer?
Injtype,Categorical,3,injury_type,drown,kenya,who2007_2,NA,What kind of injury or accident did the child suffer?
Injtype,Categorical,7,injury_type,assault,kenya,who2007_2,NA,What kind of injury or accident did the child suffer?
Injtype,Categorical,8,injury_type,dk,kenya,who2007_2,NA,What kind of injury or accident did the child suffer?
Injtype,Categorical,2,injury_type,fall,kenya,who2007_2,NA,What kind of injury or accident did the child suffer?
Injtype,Categorical,5,injury_type,burn,kenya,who2007_2,NA,What kind of injury or accident did the child suffer?
Injtype,Categorical,6,injury_type,other,kenya,who2007_2,NA,What kind of injury or accident did the child suffer?
Injother,Non-categorical,Non-categorical variable,injury_type_specific,NA,kenya,who2007_2,NA,What kind of injury or accident did the child suffer? Specific
inflictinj,Categorical,1,injury_other_inflicted,yes,kenya,who2007_2,NA,Was the child's injury or accident intentionally inflicted by someone else?
inflictinj,Categorical,2,injury_other_inflicted,no,kenya,who2007_2,NA,Was the child's injury or accident intentionally inflicted by someone else?
inflictinj,Categorical,8,injury_other_inflicted,dk,kenya,who2007_2,NA,Was the child's injury or accident intentionally inflicted by someone else?
sui,Categorical,1,suicide,yes,kenya,who2007_2,NA,Did the child commit suicide?
sui,Categorical,2,suicide,no,kenya,who2007_2,NA,Did the child commit suicide?
sui,Categorical,9,suicide,dk,kenya,who2007_2,NA,Did the child commit suicide?
injty,Categorical,1,injury_intentional,yes,kenya,who2007_2,NA,Was the child injured intentionally by someone?
injty,Categorical,2,injury_intentional,no,kenya,who2007_2,NA,Was the child injured intentionally by someone?
injty,Categorical,8,injury_intentional,dk,kenya,who2007_2,NA,Was the child injured intentionally by someone?
injty,Categorical,9,injury_intentional,na,kenya,who2007_2,NA,Was the child injured intentionally by someone?
acp,Categorical,1,accidentally_poisoned,yes,kenya,who2007_2,NA,Was the baby accidentally poisoned (including alcohol)?
acp,Categorical,2,accidentally_poisoned,no,kenya,who2007_2,NA,Was the baby accidentally poisoned (including alcohol)?
acp,Categorical,8,accidentally_poisoned,dk,kenya,who2007_2,NA,Was the baby accidentally poisoned (including alcohol)?
insbite,Categorical,1,animal,yes,kenya,who2007_2,NA,Did the child suffer from an animal or insect bite that led to his/her death?
insbite,Categorical,2,animal,no,kenya,who2007_2,NA,Did the child suffer from an animal or insect bite that led to his/her death?
insbite,Categorical,8,animal,dk,kenya,who2007_2,NA,Did the child suffer from an animal or insect bite that led to his/her death?
animal,Categorical,1,animal_specific,dog,kenya,who2007_2,NA,"If the child was injured by an animal/insect, what type of animal?"
animal,Categorical,2,animal_specific,snake,kenya,who2007_2,NA,"If the child was injured by an animal/insect, what type of animal?"
animal,Categorical,3,animal_specific,insect,kenya,who2007_2,NA,"If the child was injured by an animal/insect, what type of animal?"
animal,Categorical,6,animal_specific,other,kenya,who2007_2,NA,"If the child was injured by an animal/insect, what type of animal?"
animal,Categorical,8,animal_specific,dk,kenya,who2007_2,NA,"If the child was injured by an animal/insect, what type of animal?"
animaloth,Non-categorical,Non-categorical variable,animal_other,NA,kenya,who2007_2,NA,"If the child was injured by an animal/insect, what type of animal? Other"
babysize,Categorical,1,baby_size,smaller,kenya,who2007_2,NA,Size of baby at time of birth
babysize,Categorical,2,baby_size,normal,kenya,who2007_2,NA,Size of baby at time of birth
babysize,Categorical,3,baby_size,larger,kenya,who2007_2,NA,Size of baby at time of birth
babysize,Categorical,8,baby_size,dk,kenya,who2007_2,NA,Size of baby at time of birth
premature,Categorical,1,premature,yes,kenya,who2007_2,NA,Was the baby born premature / more than a month early?
premature,Categorical,2,premature,no,kenya,who2007_2,NA,Was the baby born premature / more than a month early?
premature,Categorical,9,premature,dk,kenya,who2007_2,NA,Was the baby born premature / more than a month early?
dmpr,Non-categorical,Non-categorical variable,days_premature,NA,kenya,who2007_2,NA,Days the child was born premature
mmpr,Non-categorical,Non-categorical variable,months_premature,NA,kenya,who2007_2,NA,How many months premature was the baby born?
grow,Categorical,1,grow_normal_before_illness,yes,kenya,who2007_2,NA,Was the child growing normally before the illness?
grow,Categorical,2,grow_normal_before_illness,no,kenya,who2007_2,NA,Was the child growing normally before the illness?
grow,Categorical,8,grow_normal_before_illness,dk,kenya,who2007_2,NA,Was the child growing normally before the illness?
